farm_uid,day_index,crop_type,soil_type,crop_growth_stage,season,region,soil_moisture,temperature,humidity,rainfall_mm,area_hectares,previous_irrigation_mm,irrigation_type,water_source,mulching_used,water_required_mm,irrigation_need,data_source
51,11,Coconut,Alluvial,Sowing,Rabi,North,37.74,13.1,54,0.0,15.35,0.0,Canal,Groundwater,Yes,31.57,Medium,synthetic_sequence
51,12,Coconut,Alluvial,Sowing,Rabi,North,37.2,22.76,48,0.0,15.35,0.0,Canal,Groundwater,Yes,38.2,Medium,synthetic_sequence
51,13,Coconut,Alluvial,Sowing,Rabi,North,36.74,19.27,47,0.0,15.35,0.0,Canal,Groundwater,Yes,36.73,Medium,synthetic_sequence
51,14,Coconut,Alluvial,Sowing,Rabi,North,36.42,13.34,75,0.0,15.35,0.0,Canal,Groundwater,Yes,42.06,Medium,synthetic_sequence
51,15,Coconut,Alluvial,Sowing,Rabi,North,35.97,19.0,58,0.0,15.35,0.0,Canal,Groundwater,Yes,33.23,Medium,synthetic_sequence
51,16,Coconut,Alluvial,Sowing,Rabi,North,37.47,20.78,46,0.0,15.35,33.23,Canal,Groundwater,Yes,31.89,Medium,synthetic_sequence
51,17,Coconut,Alluvial,Sowing,Rabi,North,37.08,16.46,50,0.0,15.35,0.0,Canal,Groundwater,Yes,35.65,Medium,synthetic_sequence
51,18,Coconut,Alluvial,Sowing,Rabi,North,36.6,20.05,51,0.0,15.35,0.0,Canal,Groundwater,Yes,39.83,Medium,synthetic_sequence
51,19,Coconut,Alluvial,Sowing,Rabi,North,36.08,22.17,51,0.0,15.35,0.0,Canal,Groundwater,Yes,45.76,Medium,synthetic_sequence
51,20,Coconut,Alluvial,Sowing,Rabi,North,38.3,22.18,42,0.0,15.35,45.76,Canal,Groundwater,Yes,27.71,Low,synthetic_sequence
51,21,Coconut,Alluvial,Sowing,Rabi,North,37.63,28.19,59,0.0,15.35,0.0,Canal,Groundwater,Yes,33.12,Medium,synthetic_sequence
51,22,Coconut,Alluvial,Sowing,Rabi,North,37.09,22.64,55,0.0,15.35,0.0,Canal,Groundwater,Yes,31.28,Medium,synthetic_sequence
51,23,Coconut,Alluvial,Sowing,Rabi,North,36.63,19.31,49,0.0,15.35,0.0,Canal,Groundwater,Yes,37.57,Medium,synthetic_sequence
51,24,Coconut,Alluvial,Sowing,Rabi,North,36.63,19.08,37,4.48,15.35,0.0,Canal,Groundwater,Yes,37.07,Medium,synthetic_sequence
51,25,Coconut,Alluvial,Sowing,Rabi,North,36.18,18.8,65,0.0,15.35,0.0,Canal,Groundwater,Yes,33.09,Medium,synthetic_sequence
51,26,Coconut,Alluvial,Sowing,Rabi,North,35.64,22.55,41,0.0,15.35,0.0,Canal,Groundwater,Yes,25.73,Medium,synthetic_sequence
51,27,Coconut,Alluvial,Sowing,Rabi,North,35.25,16.69,56,0.0,15.35,0.0,Canal,Groundwater,Yes,45.01,Medium,synthetic_sequence
51,28,Coconut,Alluvial,Sowing,Rabi,North,37.54,16.96,65,0.0,15.35,45.01,Canal,Groundwater,Yes,38.0,Medium,synthetic_sequence
51,29,Coconut,Alluvial,Sowing,Rabi,North,36.98,23.7,64,0.0,15.35,0.0,Canal,Groundwater,Yes,32.93,Medium,synthetic_sequence
51,30,Coconut,Alluvial,Vegetative,Rabi,North,36.4,17.17,65,0.0,15.35,0.0,Canal,Groundwater,Yes,54.7,Medium,synthetic_sequence
51,31,Coconut,Alluvial,Vegetative,Rabi,North,35.75,19.03,49,0.0,15.35,0.0,Canal,Groundwater,Yes,50.18,Medium,synthetic_sequence
51,32,Coconut,Alluvial,Vegetative,Rabi,North,35.17,17.33,48,0.0,15.35,0.0,Canal,Groundwater,Yes,57.9,Medium,synthetic_sequence
51,33,Coconut,Alluvial,Vegetative,Rabi,North,34.68,14.41,64,0.0,15.35,0.0,Canal,Groundwater,Yes,65.07,Medium,synthetic_sequence
51,34,Coconut,Alluvial,Vegetative,Rabi,North,33.95,21.54,51,0.0,15.35,0.0,Canal,Groundwater,Yes,72.82,Medium,synthetic_sequence
51,35,Coconut,Alluvial,Vegetative,Rabi,North,33.06,26.11,55,0.0,15.35,0.0,Canal,Groundwater,Yes,53.72,Medium,synthetic_sequence
51,36,Coconut,Alluvial,Vegetative,Rabi,North,32.3,22.36,52,0.0,15.35,0.0,Canal,Groundwater,Yes,64.19,Medium,synthetic_sequence
51,37,Coconut,Alluvial,Vegetative,Rabi,North,31.92,11.31,69,0.0,15.35,0.0,Canal,Groundwater,Yes,62.26,Medium,synthetic_sequence
51,38,Coconut,Alluvial,Vegetative,Rabi,North,31.53,26.86,51,5.2,15.35,0.0,Canal,Groundwater,Yes,60.82,Medium,synthetic_sequence
51,39,Coconut,Alluvial,Vegetative,Rabi,North,34.31,25.41,49,0.0,15.35,60.82,Canal,Groundwater,Yes,58.25,Medium,synthetic_sequence
51,40,Coconut,Alluvial,Vegetative,Rabi,North,33.89,28.89,52,5.58,15.35,0.0,Canal,Groundwater,Yes,55.3,Medium,synthetic_sequence
51,41,Coconut,Alluvial,Vegetative,Rabi,North,33.75,21.54,59,5.85,15.35,0.0,Canal,Groundwater,Yes,55.89,Medium,synthetic_sequence
51,42,Coconut,Alluvial,Vegetative,Rabi,North,37.06,21.68,58,6.95,15.35,55.89,Canal,Groundwater,Yes,55.29,Medium,synthetic_sequence
51,43,Coconut,Alluvial,Vegetative,Rabi,North,36.81,22.92,41,5.29,15.35,0.0,Canal,Groundwater,Yes,51.04,Medium,synthetic_sequence
51,44,Coconut,Alluvial,Vegetative,Rabi,North,35.81,29.36,35,0.0,15.35,0.0,Canal,Groundwater,Yes,55.28,Medium,synthetic_sequence
51,45,Coconut,Alluvial,Vegetative,Rabi,North,38.14,29.15,59,0.0,15.35,55.28,Canal,Groundwater,Yes,45.23,Low,synthetic_sequence
51,46,Coconut,Alluvial,Vegetative,Rabi,North,37.2,27.85,51,0.0,15.35,0.0,Canal,Groundwater,Yes,48.94,Medium,synthetic_sequence
51,47,Coconut,Alluvial,Vegetative,Rabi,North,39.35,22.99,37,0.0,15.35,48.94,Canal,Groundwater,Yes,45.25,Low,synthetic_sequence
51,48,Coconut,Alluvial,Vegetative,Rabi,North,38.75,17.69,50,0.0,15.35,0.0,Canal,Groundwater,Yes,46.59,Low,synthetic_sequence
51,49,Coconut,Alluvial,Vegetative,Rabi,North,38.97,12.41,57,6.41,15.35,0.0,Canal,Groundwater,Yes,42.92,Low,synthetic_sequence
51,50,Coconut,Alluvial,Vegetative,Rabi,North,38.08,26.38,52,0.0,15.35,0.0,Canal,Groundwater,Yes,50.19,Low,synthetic_sequence
51,51,Coconut,Alluvial,Vegetative,Rabi,North,37.48,17.74,46,0.0,15.35,0.0,Canal,Groundwater,Yes,44.33,Medium,synthetic_sequence
51,52,Coconut,Alluvial,Vegetative,Rabi,North,39.53,17.72,58,0.0,15.35,44.33,Canal,Groundwater,Yes,40.1,Low,synthetic_sequence
51,53,Coconut,Alluvial,Vegetative,Rabi,North,39.48,21.62,49,6.8,15.35,0.0,Canal,Groundwater,Yes,38.3,Low,synthetic_sequence
51,54,Coconut,Alluvial,Vegetative,Rabi,North,38.8,20.19,57,0.0,15.35,0.0,Canal,Groundwater,Yes,44.52,Low,synthetic_sequence
51,55,Coconut,Alluvial,Vegetative,Rabi,North,39.18,18.26,61,10.01,15.35,0.0,Canal,Groundwater,Yes,43.67,Low,synthetic_sequence
51,56,Coconut,Alluvial,Vegetative,Rabi,North,38.36,24.18,54,0.0,15.35,0.0,Canal,Groundwater,Yes,45.88,Low,synthetic_sequence
51,57,Coconut,Alluvial,Vegetative,Rabi,North,37.72,18.71,56,0.0,15.35,0.0,Canal,Groundwater,Yes,44.62,Medium,synthetic_sequence
51,58,Coconut,Alluvial,Vegetative,Rabi,North,37.04,19.98,48,0.0,15.35,0.0,Canal,Groundwater,Yes,50.6,Medium,synthetic_sequence
51,59,Coconut,Alluvial,Vegetative,Rabi,North,39.37,21.02,46,0.0,15.35,50.6,Canal,Groundwater,Yes,51.58,Low,synthetic_sequence
51,60,Coconut,Alluvial,Flowering,Zaid,North,38.24,25.63,42,0.0,15.35,0.0,Canal,Groundwater,Yes,61.61,Low,synthetic_sequence
51,61,Coconut,Alluvial,Flowering,Zaid,North,36.7,34.92,39,0.0,15.35,0.0,Canal,Groundwater,Yes,70.96,Medium,synthetic_sequence
51,62,Coconut,Alluvial,Flowering,Zaid,North,39.7,28.36,33,0.0,15.35,70.96,Canal,Groundwater,Yes,53.27,Low,synthetic_sequence
51,63,Coconut,Alluvial,Flowering,Zaid,North,41.63,36.41,39,3.39,15.35,53.27,Canal,Groundwater,Yes,43.81,Low,synthetic_sequence
51,64,Coconut,Alluvial,Flowering,Zaid,North,39.99,37.24,30,0.0,15.35,0.0,Canal,Groundwater,Yes,51.44,Low,synthetic_sequence
51,65,Coconut,Alluvial,Flowering,Zaid,North,38.46,34.65,44,0.0,15.35,0.0,Canal,Groundwater,Yes,58.42,Low,synthetic_sequence
51,66,Coconut,Alluvial,Flowering,Zaid,North,37.1,30.82,39,0.0,15.35,0.0,Canal,Groundwater,Yes,59.51,Medium,synthetic_sequence
51,67,Coconut,Alluvial,Flowering,Zaid,North,35.49,36.59,44,0.0,15.35,0.0,Canal,Groundwater,Yes,65.57,Medium,synthetic_sequence
51,68,Coconut,Alluvial,Flowering,Zaid,North,34.08,32.0,58,0.0,15.35,0.0,Canal,Groundwater,Yes,76.02,Medium,synthetic_sequence
51,69,Coconut,Alluvial,Flowering,Zaid,North,37.17,33.19,45,0.0,15.35,76.02,Canal,Groundwater,Yes,70.05,Medium,synthetic_sequence
51,70,Coconut,Alluvial,Flowering,Zaid,North,39.89,33.72,33,0.0,15.35,70.05,Canal,Groundwater,Yes,58.44,Low,synthetic_sequence
51,71,Coconut,Alluvial,Flowering,Zaid,North,38.46,32.41,28,0.0,15.35,0.0,Canal,Groundwater,Yes,54.04,Low,synthetic_sequence
51,72,Coconut,Alluvial,Flowering,Zaid,North,37.07,31.51,45,0.0,15.35,0.0,Canal,Groundwater,Yes,65.02,Medium,synthetic_sequence
51,73,Coconut,Alluvial,Flowering,Zaid,North,35.4,37.84,32,0.0,15.35,0.0,Canal,Groundwater,Yes,71.03,Medium,synthetic_sequence
51,74,Coconut,Alluvial,Flowering,Zaid,North,38.16,34.04,39,0.0,15.35,71.03,Canal,Groundwater,Yes,56.51,Low,synthetic_sequence
51,75,Coconut,Alluvial,Flowering,Zaid,North,36.66,33.98,51,0.0,15.35,0.0,Canal,Groundwater,Yes,63.28,Medium,synthetic_sequence
51,76,Coconut,Alluvial,Flowering,Zaid,North,38.85,36.39,43,0.0,15.35,63.28,Canal,Groundwater,Yes,55.17,Low,synthetic_sequence
51,77,Coconut,Alluvial,Flowering,Zaid,North,37.43,32.38,38,0.0,15.35,0.0,Canal,Groundwater,Yes,62.02,Medium,synthetic_sequence
51,78,Coconut,Alluvial,Flowering,Zaid,North,36.19,28.04,40,0.0,15.35,0.0,Canal,Groundwater,Yes,67.91,Medium,synthetic_sequence
51,79,Coconut,Alluvial,Flowering,Zaid,North,38.6,37.69,47,0.0,15.35,67.91,Canal,Groundwater,Yes,59.14,Low,synthetic_sequence
51,80,Coconut,Alluvial,Flowering,Zaid,North,37.22,31.36,35,0.0,15.35,0.0,Canal,Groundwater,Yes,74.6,Medium,synthetic_sequence
51,81,Coconut,Alluvial,Flowering,Zaid,North,35.6,36.74,33,0.0,15.35,0.0,Canal,Groundwater,Yes,68.93,Medium,synthetic_sequence
51,82,Coconut,Alluvial,Flowering,Zaid,North,38.56,26.59,48,0.0,15.35,68.93,Canal,Groundwater,Yes,54.68,Low,synthetic_sequence
51,83,Coconut,Alluvial,Flowering,Zaid,North,37.31,28.32,45,0.0,15.35,0.0,Canal,Groundwater,Yes,69.42,Medium,synthetic_sequence
51,84,Coconut,Alluvial,Flowering,Zaid,North,39.88,36.26,49,0.0,15.35,69.42,Canal,Groundwater,Yes,54.42,Low,synthetic_sequence
51,85,Coconut,Alluvial,Flowering,Zaid,North,38.7,31.95,55,2.33,15.35,0.0,Canal,Groundwater,Yes,65.43,Low,synthetic_sequence
51,86,Coconut,Alluvial,Flowering,Zaid,North,41.04,35.91,43,0.0,15.35,65.43,Canal,Groundwater,Yes,42.21,Low,synthetic_sequence
51,87,Coconut,Alluvial,Flowering,Zaid,North,39.94,25.11,48,0.0,15.35,0.0,Canal,Groundwater,Yes,57.66,Low,synthetic_sequence
51,88,Coconut,Alluvial,Flowering,Zaid,North,38.32,36.65,40,0.0,15.35,0.0,Canal,Groundwater,Yes,61.95,Low,synthetic_sequence
51,89,Coconut,Alluvial,Flowering,Zaid,North,36.77,35.1,29,0.0,15.35,0.0,Canal,Groundwater,Yes,68.48,Medium,synthetic_sequence
51,90,Coconut,Alluvial,Harvest,Zaid,North,40.26,30.47,57,0.0,15.35,68.48,Canal,Groundwater,Yes,26.2,Low,synthetic_sequence
51,91,Coconut,Alluvial,Harvest,Zaid,North,39.51,36.9,36,0.0,15.35,0.0,Canal,Groundwater,Yes,24.54,Low,synthetic_sequence
51,92,Coconut,Alluvial,Harvest,Zaid,North,38.8,34.63,32,0.0,15.35,0.0,Canal,Groundwater,Yes,32.65,Low,synthetic_sequence
51,93,Coconut,Alluvial,Harvest,Zaid,North,38.09,34.96,46,0.0,15.35,0.0,Canal,Groundwater,Yes,33.29,Low,synthetic_sequence
51,94,Coconut,Alluvial,Harvest,Zaid,North,37.45,31.74,52,0.0,15.35,0.0,Canal,Groundwater,Yes,31.31,Medium,synthetic_sequence
51,95,Coconut,Alluvial,Harvest,Zaid,North,36.77,33.15,45,0.0,15.35,0.0,Canal,Groundwater,Yes,36.22,Medium,synthetic_sequence
51,96,Coconut,Alluvial,Harvest,Zaid,North,36.51,33.38,34,4.2,15.35,0.0,Canal,Groundwater,Yes,30.73,Medium,synthetic_sequence
51,97,Coconut,Alluvial,Harvest,Zaid,North,37.65,34.53,27,0.0,15.35,30.73,Canal,Groundwater,Yes,29.59,Medium,synthetic_sequence
51,98,Coconut,Alluvial,Harvest,Zaid,North,38.69,35.98,45,0.0,15.35,29.59,Canal,Groundwater,Yes,25.13,Low,synthetic_sequence
51,99,Coconut,Alluvial,Harvest,Zaid,North,38.01,33.75,41,0.0,15.35,0.0,Canal,Groundwater,Yes,23.64,Low,synthetic_sequence
51,100,Coconut,Alluvial,Harvest,Zaid,North,37.45,27.48,37,0.0,15.35,0.0,Canal,Groundwater,Yes,28.15,Medium,synthetic_sequence
51,101,Coconut,Alluvial,Harvest,Zaid,North,36.85,29.23,46,0.0,15.35,0.0,Canal,Groundwater,Yes,28.57,Medium,synthetic_sequence
51,102,Coconut,Alluvial,Harvest,Zaid,North,38.03,32.04,32,1.16,15.35,28.57,Canal,Groundwater,Yes,29.86,Low,synthetic_sequence
51,103,Coconut,Alluvial,Harvest,Zaid,North,37.3,36.11,44,0.0,15.35,0.0,Canal,Groundwater,Yes,38.33,Medium,synthetic_sequence
51,104,Coconut,Alluvial,Harvest,Zaid,North,38.97,30.8,57,0.0,15.35,38.33,Canal,Groundwater,Yes,19.12,Low,synthetic_sequence
51,105,Coconut,Alluvial,Harvest,Zaid,North,38.25,35.11,24,0.0,15.35,0.0,Canal,Groundwater,Yes,30.16,Low,synthetic_sequence
51,106,Coconut,Alluvial,Harvest,Zaid,North,37.63,30.46,55,0.0,15.35,0.0,Canal,Groundwater,Yes,29.61,Medium,synthetic_sequence
51,107,Coconut,Alluvial,Harvest,Zaid,North,36.9,36.16,35,0.0,15.35,0.0,Canal,Groundwater,Yes,19.24,Medium,synthetic_sequence
51,108,Coconut,Alluvial,Harvest,Zaid,North,36.16,36.09,40,0.0,15.35,0.0,Canal,Groundwater,Yes,35.18,Medium,synthetic_sequence
51,109,Coconut,Alluvial,Harvest,Zaid,North,35.48,33.65,42,0.0,15.35,0.0,Canal,Groundwater,Yes,31.69,Medium,synthetic_sequence
51,110,Coconut,Alluvial,Harvest,Zaid,North,34.72,37.1,36,0.0,15.35,0.0,Canal,Groundwater,Yes,31.85,Medium,synthetic_sequence
51,111,Coconut,Alluvial,Harvest,Zaid,North,34.62,32.7,44,5.66,15.35,0.0,Canal,Groundwater,Yes,32.71,Medium,synthetic_sequence
51,112,Coconut,Alluvial,Harvest,Zaid,North,35.82,37.81,41,0.0,15.35,32.71,Canal,Groundwater,Yes,35.69,Medium,synthetic_sequence
51,113,Coconut,Alluvial,Harvest,Zaid,North,37.32,31.17,48,0.0,15.35,35.69,Canal,Groundwater,Yes,29.81,Medium,synthetic_sequence
51,114,Coconut,Alluvial,Harvest,Zaid,North,36.53,38.89,34,0.0,15.35,0.0,Canal,Groundwater,Yes,29.2,Medium,synthetic_sequence
51,115,Coconut,Alluvial,Harvest,Zaid,North,38.19,29.69,37,5.06,15.35,29.2,Canal,Groundwater,Yes,28.73,Low,synthetic_sequence
51,116,Coconut,Alluvial,Harvest,Zaid,North,38.11,30.11,38,5.37,15.35,0.0,Canal,Groundwater,Yes,22.42,Low,synthetic_sequence
51,117,Coconut,Alluvial,Harvest,Zaid,North,37.5,30.15,47,0.0,15.35,0.0,Canal,Groundwater,Yes,18.81,Medium,synthetic_sequence
51,118,Coconut,Alluvial,Harvest,Zaid,North,37.22,33.92,39,4.13,15.35,0.0,Canal,Groundwater,Yes,27.62,Medium,synthetic_sequence
51,119,Coconut,Alluvial,Harvest,Zaid,North,38.29,28.84,34,0.0,15.35,27.62,Canal,Groundwater,Yes,29.43,Low,synthetic_sequence
52,0,Sugarcane,Red,Sowing,Zaid,South,21.98,35.36,50,0.0,8.56,0.0,Drip,River,No,59.98,High,synthetic_sequence
52,1,Sugarcane,Red,Sowing,Zaid,South,24.62,33.63,52,0.0,8.56,59.98,Drip,River,No,52.62,Medium,synthetic_sequence
52,2,Sugarcane,Red,Sowing,Zaid,South,23.66,33.17,43,0.0,8.56,0.0,Drip,River,No,54.5,High,synthetic_sequence
52,3,Sugarcane,Red,Sowing,Zaid,South,22.78,30.76,34,0.0,8.56,0.0,Drip,River,No,58.2,High,synthetic_sequence
52,4,Sugarcane,Red,Sowing,Zaid,South,25.26,35.28,42,0.0,8.56,58.2,Drip,River,No,55.16,Medium,synthetic_sequence
52,5,Sugarcane,Red,Sowing,Zaid,South,27.62,33.01,39,0.0,8.56,55.16,Drip,River,No,39.78,Medium,synthetic_sequence
52,6,Sugarcane,Red,Sowing,Zaid,South,26.62,34.62,27,0.0,8.56,0.0,Drip,River,No,46.03,Medium,synthetic_sequence
52,7,Sugarcane,Red,Sowing,Zaid,South,25.6,35.36,48,0.0,8.56,0.0,Drip,River,No,50.78,Medium,synthetic_sequence
52,8,Sugarcane,Red,Sowing,Zaid,South,24.69,31.84,44,0.0,8.56,0.0,Drip,River,No,52.46,Medium,synthetic_sequence
52,9,Sugarcane,Red,Sowing,Zaid,South,23.8,30.89,33,0.0,8.56,0.0,Drip,River,No,51.02,High,synthetic_sequence
52,10,Sugarcane,Red,Sowing,Zaid,South,25.86,34.78,35,0.0,8.56,51.02,Drip,River,No,55.27,Medium,synthetic_sequence
52,11,Sugarcane,Red,Sowing,Zaid,South,24.95,31.79,35,0.0,8.56,0.0,Drip,River,No,52.42,Medium,synthetic_sequence
52,12,Sugarcane,Red,Sowing,Zaid,South,24.35,31.62,42,3.08,8.56,0.0,Drip,River,No,51.93,Medium,synthetic_sequence
52,13,Sugarcane,Red,Sowing,Zaid,South,26.87,30.37,39,2.83,8.56,51.93,Drip,River,No,51.35,Medium,synthetic_sequence
52,14,Sugarcane,Red,Sowing,Zaid,South,25.74,39.45,45,0.0,8.56,0.0,Drip,River,No,53.74,Medium,synthetic_sequence
52,15,Sugarcane,Red,Sowing,Zaid,South,24.59,39.91,41,0.0,8.56,0.0,Drip,River,No,51.18,Medium,synthetic_sequence
52,16,Sugarcane,Red,Sowing,Zaid,South,26.74,32.2,32,0.0,8.56,51.18,Drip,River,No,51.5,Medium,synthetic_sequence
52,17,Sugarcane,Red,Sowing,Zaid,South,28.72,38.39,44,0.0,8.56,51.5,Drip,River,No,42.2,Medium,synthetic_sequence
52,18,Sugarcane,Red,Sowing,Zaid,South,30.21,36.29,49,0.0,8.56,42.2,Drip,River,No,43.7,Medium,synthetic_sequence
52,19,Sugarcane,Red,Sowing,Zaid,South,29.28,32.39,40,0.0,8.56,0.0,Drip,River,No,49.46,Medium,synthetic_sequence
52,20,Sugarcane,Red,Sowing,Zaid,South,28.46,28.4,53,0.0,8.56,0.0,Drip,River,No,46.06,Medium,synthetic_sequence
52,21,Sugarcane,Red,Sowing,Zaid,South,30.24,34.15,32,0.0,8.56,46.06,Drip,River,No,36.13,Medium,synthetic_sequence
52,22,Sugarcane,Red,Sowing,Zaid,South,29.34,31.37,35,0.0,8.56,0.0,Drip,River,No,46.39,Medium,synthetic_sequence
52,23,Sugarcane,Red,Sowing,Zaid,South,28.47,30.5,36,0.0,8.56,0.0,Drip,River,No,44.17,Medium,synthetic_sequence
52,24,Sugarcane,Red,Sowing,Zaid,South,30.01,38.44,62,0.0,8.56,44.17,Drip,River,No,43.98,Medium,synthetic_sequence
52,25,Sugarcane,Red,Sowing,Zaid,South,29.03,34.29,40,0.0,8.56,0.0,Drip,River,No,41.93,Medium,synthetic_sequence
52,26,Sugarcane,Red,Sowing,Zaid,South,30.53,35.12,55,0.0,8.56,41.93,Drip,River,No,46.0,Medium,synthetic_sequence
52,27,Sugarcane,Red,Sowing,Zaid,South,29.63,31.49,45,0.0,8.56,0.0,Drip,River,No,41.65,Medium,synthetic_sequence
52,28,Sugarcane,Red,Sowing,Zaid,South,28.62,34.88,41,0.0,8.56,0.0,Drip,River,No,43.81,Medium,synthetic_sequence
52,29,Sugarcane,Red,Sowing,Zaid,South,30.43,28.57,44,0.0,8.56,43.81,Drip,River,No,40.67,Medium,synthetic_sequence
52,30,Sugarcane,Red,Vegetative,Kharif,South,31.77,26.84,77,0.0,8.56,40.67,Drip,River,No,59.96,Medium,synthetic_sequence
52,31,Sugarcane,Red,Vegetative,Kharif,South,33.03,29.92,66,24.86,8.56,0.0,Drip,River,No,52.13,Medium,synthetic_sequence
52,32,Sugarcane,Red,Vegetative,Kharif,South,33.15,31.51,79,14.15,8.56,0.0,Drip,River,No,46.27,Medium,synthetic_sequence
52,33,Sugarcane,Red,Vegetative,Kharif,South,31.83,31.98,90,0.0,8.56,0.0,Drip,River,No,55.58,Medium,synthetic_sequence
52,34,Sugarcane,Red,Vegetative,Kharif,South,31.18,26.07,80,4.2,8.56,0.0,Drip,River,No,63.76,Medium,synthetic_sequence
52,35,Sugarcane,Red,Vegetative,Kharif,South,36.06,25.69,79,21.04,8.56,63.76,Drip,River,No,43.66,Medium,synthetic_sequence
52,36,Sugarcane,Red,Vegetative,Kharif,South,37.15,31.83,67,24.04,8.56,0.0,Drip,River,No,40.14,Medium,synthetic_sequence
52,37,Sugarcane,Red,Vegetative,Kharif,South,36.02,27.59,74,0.0,8.56,0.0,Drip,River,No,40.07,Medium,synthetic_sequence
52,38,Sugarcane,Red,Vegetative,Kharif,South,34.7,32.19,76,0.0,8.56,0.0,Drip,River,No,46.36,Medium,synthetic_sequence
52,39,Sugarcane,Red,Vegetative,Kharif,South,36.24,30.23,81,0.0,8.56,46.36,Drip,River,No,47.28,Medium,synthetic_sequence
52,40,Sugarcane,Red,Vegetative,Kharif,South,37.49,28.09,85,24.02,8.56,0.0,Drip,River,No,45.62,Medium,synthetic_sequence
52,41,Sugarcane,Red,Vegetative,Kharif,South,38.0,23.88,75,23.76,8.56,0.0,Drip,River,No,38.18,Low,synthetic_sequence
52,42,Sugarcane,Red,Vegetative,Kharif,South,38.0,26.39,73,14.2,8.56,0.0,Drip,River,No,40.48,Low,synthetic_sequence
52,43,Sugarcane,Red,Vegetative,Kharif,South,37.46,28.01,72,6.09,8.56,0.0,Drip,River,No,39.31,Medium,synthetic_sequence
52,44,Sugarcane,Red,Vegetative,Kharif,South,38.0,31.12,77,22.4,8.56,0.0,Drip,River,No,38.96,Low,synthetic_sequence
52,45,Sugarcane,Red,Vegetative,Kharif,South,38.0,28.07,75,25.18,8.56,0.0,Drip,River,No,33.27,Low,synthetic_sequence
52,46,Sugarcane,Red,Vegetative,Kharif,South,36.83,28.59,73,0.0,8.56,0.0,Drip,River,No,43.61,Medium,synthetic_sequence
52,47,Sugarcane,Red,Vegetative,Kharif,South,37.32,29.38,83,16.96,8.56,0.0,Drip,River,No,48.0,Medium,synthetic_sequence
52,48,Sugarcane,Red,Vegetative,Kharif,South,38.0,31.54,72,0.0,8.56,48.0,Drip,River,No,40.28,Low,synthetic_sequence
52,49,Sugarcane,Red,Vegetative,Kharif,South,36.64,33.07,80,0.0,8.56,0.0,Drip,River,No,42.88,Medium,synthetic_sequence
52,50,Sugarcane,Red,Vegetative,Kharif,South,35.38,30.79,82,0.0,8.56,0.0,Drip,River,No,46.34,Medium,synthetic_sequence
52,51,Sugarcane,Red,Vegetative,Kharif,South,36.79,33.4,83,0.0,8.56,46.34,Drip,River,No,39.03,Medium,synthetic_sequence
52,52,Sugarcane,Red,Vegetative,Kharif,South,37.76,33.2,73,0.0,8.56,39.03,Drip,River,No,38.37,Medium,synthetic_sequence
52,53,Sugarcane,Red,Vegetative,Kharif,South,36.69,26.18,76,0.0,8.56,0.0,Drip,River,No,49.25,Medium,synthetic_sequence
52,54,Sugarcane,Red,Vegetative,Kharif,South,35.69,24.36,64,0.0,8.56,0.0,Drip,River,No,44.08,Medium,synthetic_sequence
52,55,Sugarcane,Red,Vegetative,Kharif,South,37.17,28.29,87,0.0,8.56,44.08,Drip,River,No,46.41,Medium,synthetic_sequence
52,56,Sugarcane,Red,Vegetative,Kharif,South,37.07,24.49,71,9.07,8.56,0.0,Drip,River,No,44.2,Medium,synthetic_sequence
52,57,Sugarcane,Red,Vegetative,Kharif,South,38.0,29.43,82,22.1,8.56,44.2,Drip,River,No,35.47,Low,synthetic_sequence
52,58,Sugarcane,Red,Vegetative,Kharif,South,37.04,23.32,83,0.0,8.56,0.0,Drip,River,No,37.82,Medium,synthetic_sequence
52,59,Sugarcane,Red,Vegetative,Kharif,South,37.59,28.61,76,17.25,8.56,0.0,Drip,River,No,45.14,Medium,synthetic_sequence
52,60,Sugarcane,Red,Flowering,Kharif,South,38.0,26.16,72,26.84,8.56,0.0,Drip,River,No,55.67,Low,synthetic_sequence
52,61,Sugarcane,Red,Flowering,Kharif,South,36.38,30.4,80,0.0,8.56,0.0,Drip,River,No,64.31,Medium,synthetic_sequence
52,62,Sugarcane,Red,Flowering,Kharif,South,37.9,29.72,64,31.07,8.56,0.0,Drip,River,No,55.17,Medium,synthetic_sequence
52,63,Sugarcane,Red,Flowering,Kharif,South,37.09,29.23,67,7.5,8.56,0.0,Drip,River,No,54.08,Medium,synthetic_sequence
52,64,Sugarcane,Red,Flowering,Kharif,South,35.47,30.36,90,0.0,8.56,0.0,Drip,River,No,50.48,Medium,synthetic_sequence
52,65,Sugarcane,Red,Flowering,Kharif,South,34.05,26.48,79,0.0,8.56,0.0,Drip,River,No,65.84,Medium,synthetic_sequence
52,66,Sugarcane,Red,Flowering,Kharif,South,34.76,29.2,67,22.69,8.56,0.0,Drip,River,No,62.83,Medium,synthetic_sequence
52,67,Sugarcane,Red,Flowering,Kharif,South,33.38,25.78,84,0.0,8.56,0.0,Drip,River,No,68.59,Medium,synthetic_sequence
52,68,Sugarcane,Red,Flowering,Kharif,South,37.94,21.99,66,16.18,8.56,68.59,Drip,River,No,60.56,Medium,synthetic_sequence
52,69,Sugarcane,Red,Flowering,Kharif,South,38.0,28.34,75,29.7,8.56,0.0,Drip,River,No,60.79,Low,synthetic_sequence
